cohort_week,eligible_users,cohort_age,retained_users,retention
2024-01-22,70,0,70,1.0
2024-01-22,70,1,53,0.7571428571428571
2024-01-22,70,2,53,0.7571428571428571
2024-01-22,70,3,52,0.7428571428571429
2024-01-22,70,4,51,0.7285714285714285
2024-01-22,70,5,50,0.7142857142857143
2024-01-22,70,6,49,0.7
2024-01-22,70,7,48,0.6857142857142857
2024-01-22,70,8,47,0.6714285714285714
2024-01-22,70,9,44,0.6285714285714286
2024-01-22,70,10,43,0.6142857142857143
2024-01-22,70,11,43,0.6142857142857143
2024-01-22,70,12,42,0.6
2024-01-22,70,13,39,0.5571428571428572
2024-01-22,70,14,38,0.5428571428571428
2024-01-22,70,15,37,0.5285714285714286
2024-01-22,70,16,36,0.5142857142857142
2024-01-22,70,17,34,0.4857142857142857
2024-01-22,70,18,33,0.4714285714285714
2024-01-22,70,19,33,0.4714285714285714
2024-01-22,70,20,33,0.4714285714285714
2024-01-22,70,21,33,0.4714285714285714
2024-01-22,70,22,32,0.45714285714285713
2024-01-22,70,23,32,0.45714285714285713
2024-01-22,70,24,32,0.45714285714285713
2024-01-22,70,25,32,0.45714285714285713
2024-01-22,70,26,31,0.44285714285714284
2024-01-22,70,27,31,0.44285714285714284
2024-01-22,70,28,30,0.42857142857142855
2024-01-22,70,29,30,0.42857142857142855
2024-01-22,70,30,30,0.42857142857142855
2024-01-22,70,31,30,0.42857142857142855
2024-01-22,70,32,27,0.38571428571428573
2024-01-22,70,33,27,0.38571428571428573
2024-01-22,70,34,27,0.38571428571428573
2024-01-22,70,35,27,0.38571428571428573
2024-01-22,70,36,27,0.38571428571428573
2024-01-22,70,37,25,0.35714285714285715
2024-01-22,70,38,24,0.34285714285714286
2024-01-22,70,39,23,0.32857142857142857
2024-01-22,70,40,22,0.3142857142857143
2024-01-22,70,41,22,0.3142857142857143
2024-01-22,70,42,21,0.3
2024-01-22,70,43,20,0.2857142857142857
2024-01-22,70,44,20,0.2857142857142857
2024-01-22,70,45,20,0.2857142857142857
2024-01-22,70,46,20,0.2857142857142857
2024-01-22,70,47,19,0.2714285714285714
2024-01-22,70,48,19,0.2714285714285714
2024-01-22,70,49,18,0.2571428571428571
2024-01-22,70,50,17,0.24285714285714285
2024-01-22,70,51,16,0.22857142857142856
2024-01-22,70,52,15,0.21428571428571427
2024-01-22,70,53,15,0.21428571428571427
2024-01-22,70,54,14,0.2
2024-01-22,70,55,13,0.18571428571428572
2024-01-22,70,56,12,0.17142857142857143
2024-01-22,70,57,11,0.15714285714285714
2024-01-22,70,58,11,0.15714285714285714
2024-01-22,70,59,11,0.15714285714285714
2024-01-22,70,60,11,0.15714285714285714
2024-01-29,89,0,89,1.0
2024-01-29,89,1,68,0.7640449438202247
2024-01-29,89,2,68,0.7640449438202247
2024-01-29,89,3,67,0.7528089887640449
2024-01-29,89,4,64,0.7191011235955056
2024-01-29,89,5,58,0.651685393258427
2024-01-29,89,6,57,0.6404494382022472
2024-01-29,89,7,54,0.6067415730337079
2024-01-29,89,8,54,0.6067415730337079
2024-01-29,89,9,54,0.6067415730337079
2024-01-29,89,10,53,0.5955056179775281
2024-01-29,89,11,51,0.5730337078651685
2024-01-29,89,12,51,0.5730337078651685
2024-01-29,89,13,50,0.5617977528089888
2024-01-29,89,14,49,0.550561797752809
2024-01-29,89,15,46,0.5168539325842697
2024-01-29,89,16,43,0.48314606741573035
2024-01-29,89,17,42,0.47191011235955055
2024-01-29,89,18,41,0.4606741573033708
2024-01-29,89,19,41,0.4606741573033708
2024-01-29,89,20,40,0.449438202247191
2024-01-29,89,21,40,0.449438202247191
2024-01-29,89,22,40,0.449438202247191
2024-01-29,89,23,39,0.43820224719101125
2024-01-29,89,24,38,0.42696629213483145
2024-01-29,89,25,35,0.39325842696629215
2024-01-29,89,26,35,0.39325842696629215
2024-01-29,89,27,35,0.39325842696629215
2024-01-29,89,28,35,0.39325842696629215
2024-01-29,89,29,34,0.38202247191011235
2024-01-29,89,30,34,0.38202247191011235
2024-01-29,89,31,33,0.3707865168539326
2024-01-29,89,32,33,0.3707865168539326
2024-01-29,89,33,32,0.3595505617977528
2024-01-29,89,34,31,0.34831460674157305
2024-01-29,89,35,30,0.33707865168539325
2024-01-29,89,36,30,0.33707865168539325
2024-01-29,89,37,28,0.3146067415730337
2024-01-29,89,38,28,0.3146067415730337
2024-01-29,89,39,27,0.30337078651685395
2024-01-29,89,40,26,0.29213483146067415
2024-01-29,89,41,26,0.29213483146067415
2024-01-29,89,42,26,0.29213483146067415
2024-01-29,89,43,26,0.29213483146067415
2024-01-29,89,44,26,0.29213483146067415
2024-01-29,89,45,26,0.29213483146067415
2024-01-29,89,46,26,0.29213483146067415
2024-01-29,89,47,26,0.29213483146067415
2024-01-29,89,48,25,0.2808988764044944
2024-01-29,89,49,25,0.2808988764044944
2024-01-29,89,50,25,0.2808988764044944
2024-01-29,89,51,24,0.2696629213483146
2024-01-29,89,52,24,0.2696629213483146
2024-01-29,89,53,23,0.25842696629213485
2024-01-29,89,54,22,0.24719101123595505
2024-01-29,89,55,22,0.24719101123595505
2024-01-29,89,56,22,0.24719101123595505
2024-01-29,89,57,21,0.23595505617977527
2024-01-29,89,58,21,0.23595505617977527
2024-01-29,89,59,21,0.23595505617977527
2024-01-29,89,60,19,0.21348314606741572
2024-02-05,66,0,66,1.0
2024-02-05,66,1,53,0.803030303030303
2024-02-05,66,2,53,0.803030303030303
2024-02-05,66,3,53,0.803030303030303
2024-02-05,66,4,53,0.803030303030303
2024-02-05,66,5,52,0.7878787878787878
2024-02-05,66,6,51,0.7727272727272727
2024-02-05,66,7,51,0.7727272727272727
2024-02-05,66,8,51,0.7727272727272727
2024-02-05,66,9,50,0.7575757575757576
2024-02-05,66,10,50,0.7575757575757576
2024-02-05,66,11,46,0.696969696969697
2024-02-05,66,12,44,0.6666666666666666
2024-02-05,66,13,42,0.6363636363636364
2024-02-05,66,14,40,0.6060606060606061
2024-02-05,66,15,39,0.5909090909090909
2024-02-05,66,16,37,0.5606060606060606
2024-02-05,66,17,37,0.5606060606060606
2024-02-05,66,18,37,0.5606060606060606
2024-02-05,66,19,37,0.5606060606060606
2024-02-05,66,20,37,0.5606060606060606
2024-02-05,66,21,37,0.5606060606060606
2024-02-05,66,22,37,0.5606060606060606
2024-02-05,66,23,35,0.5303030303030303
2024-02-05,66,24,33,0.5
2024-02-05,66,25,32,0.48484848484848486
2024-02-05,66,26,31,0.4696969696969697
2024-02-05,66,27,31,0.4696969696969697
2024-02-05,66,28,31,0.4696969696969697
2024-02-05,66,29,30,0.45454545454545453
2024-02-05,66,30,30,0.45454545454545453
2024-02-05,66,31,29,0.4393939393939394
2024-02-05,66,32,29,0.4393939393939394
2024-02-05,66,33,29,0.4393939393939394
2024-02-05,66,34,29,0.4393939393939394
2024-02-05,66,35,29,0.4393939393939394
2024-02-05,66,36,27,0.4090909090909091
2024-02-05,66,37,27,0.4090909090909091
2024-02-05,66,38,27,0.4090909090909091
2024-02-05,66,39,26,0.3939393939393939
2024-02-05,66,40,25,0.3787878787878788
2024-02-05,66,41,24,0.36363636363636365
2024-02-05,66,42,24,0.36363636363636365
2024-02-05,66,43,24,0.36363636363636365
2024-02-05,66,44,22,0.3333333333333333
2024-02-05,66,45,22,0.3333333333333333
2024-02-05,66,46,22,0.3333333333333333
2024-02-05,66,47,21,0.3181818181818182
2024-02-05,66,48,20,0.30303030303030304
2024-02-05,66,49,19,0.2878787878787879
2024-02-05,66,50,19,0.2878787878787879
2024-02-05,66,51,19,0.2878787878787879
2024-02-05,66,52,19,0.2878787878787879
2024-02-05,66,53,19,0.2878787878787879
2024-02-05,66,54,18,0.2727272727272727
2024-02-05,66,55,18,0.2727272727272727
2024-02-05,66,56,18,0.2727272727272727
2024-02-05,66,57,18,0.2727272727272727
2024-02-05,66,58,18,0.2727272727272727
2024-02-05,66,59,18,0.2727272727272727
2024-02-05,66,60,17,0.25757575757575757
2024-02-12,73,0,73,1.0
2024-02-12,73,1,60,0.821917808219178
2024-02-12,73,2,59,0.8082191780821918
2024-02-12,73,3,56,0.7671232876712328
2024-02-12,73,4,56,0.7671232876712328
2024-02-12,73,5,55,0.7534246575342466
2024-02-12,73,6,54,0.7397260273972602
2024-02-12,73,7,54,0.7397260273972602
2024-02-12,73,8,54,0.7397260273972602
2024-02-12,73,9,52,0.7123287671232876
2024-02-12,73,10,50,0.684931506849315
2024-02-12,73,11,48,0.6575342465753424
2024-02-12,73,12,47,0.6438356164383562
2024-02-12,73,13,47,0.6438356164383562
2024-02-12,73,14,47,0.6438356164383562
2024-02-12,73,15,47,0.6438356164383562
2024-02-12,73,16,42,0.5753424657534246
2024-02-12,73,17,39,0.5342465753424658
2024-02-12,73,18,37,0.5068493150684932
2024-02-12,73,19,37,0.5068493150684932
2024-02-12,73,20,37,0.5068493150684932
2024-02-12,73,21,36,0.4931506849315068
2024-02-12,73,22,36,0.4931506849315068
2024-02-12,73,23,35,0.4794520547945205
2024-02-12,73,24,33,0.4520547945205479
2024-02-12,73,25,33,0.4520547945205479
2024-02-12,73,26,33,0.4520547945205479
2024-02-12,73,27,33,0.4520547945205479
2024-02-12,73,28,33,0.4520547945205479
2024-02-12,73,29,32,0.4383561643835616
2024-02-12,73,30,32,0.4383561643835616
2024-02-12,73,31,32,0.4383561643835616
2024-02-12,73,32,31,0.4246575342465753
2024-02-12,73,33,29,0.3972602739726027
2024-02-12,73,34,28,0.3835616438356164
2024-02-12,73,35,27,0.3698630136986301
2024-02-12,73,36,26,0.3561643835616438
2024-02-12,73,37,26,0.3561643835616438
2024-02-12,73,38,26,0.3561643835616438
2024-02-12,73,39,26,0.3561643835616438
2024-02-12,73,40,26,0.3561643835616438
2024-02-12,73,41,25,0.3424657534246575
2024-02-12,73,42,25,0.3424657534246575
2024-02-12,73,43,25,0.3424657534246575
2024-02-12,73,44,25,0.3424657534246575
2024-02-12,73,45,24,0.3287671232876712
2024-02-12,73,46,24,0.3287671232876712
2024-02-12,73,47,24,0.3287671232876712
2024-02-12,73,48,24,0.3287671232876712
2024-02-12,73,49,22,0.3013698630136986
2024-02-12,73,50,22,0.3013698630136986
2024-02-12,73,51,22,0.3013698630136986
2024-02-12,73,52,22,0.3013698630136986
2024-02-12,73,53,21,0.2876712328767123
2024-02-12,73,54,21,0.2876712328767123
2024-02-12,73,55,21,0.2876712328767123
2024-02-12,73,56,21,0.2876712328767123
2024-02-12,73,57,21,0.2876712328767123
2024-02-12,73,58,19,0.2602739726027397
2024-02-12,73,59,19,0.2602739726027397
2024-02-12,73,60,19,0.2602739726027397
2024-02-19,75,0,75,1.0
2024-02-19,75,1,66,0.88
2024-02-19,75,2,64,0.8533333333333334
2024-02-19,75,3,64,0.8533333333333334
2024-02-19,75,4,62,0.8266666666666667
2024-02-19,75,5,62,0.8266666666666667
2024-02-19,75,6,59,0.7866666666666666
2024-02-19,75,7,59,0.7866666666666666
2024-02-19,75,8,58,0.7733333333333333
2024-02-19,75,9,57,0.76
2024-02-19,75,10,57,0.76
2024-02-19,75,11,52,0.6933333333333334
2024-02-19,75,12,52,0.6933333333333334
2024-02-19,75,13,50,0.6666666666666666
2024-02-19,75,14,48,0.64
2024-02-19,75,15,46,0.6133333333333333
2024-02-19,75,16,45,0.6
2024-02-19,75,17,41,0.5466666666666666
2024-02-19,75,18,40,0.5333333333333333
2024-02-19,75,19,38,0.5066666666666667
2024-02-19,75,20,36,0.48
2024-02-19,75,21,35,0.4666666666666667
2024-02-19,75,22,33,0.44
2024-02-19,75,23,33,0.44
2024-02-19,75,24,32,0.4266666666666667
2024-02-19,75,25,32,0.4266666666666667
2024-02-19,75,26,31,0.41333333333333333
2024-02-19,75,27,31,0.41333333333333333
2024-02-19,75,28,31,0.41333333333333333
2024-02-19,75,29,29,0.38666666666666666
2024-02-19,75,30,29,0.38666666666666666
2024-02-19,75,31,28,0.37333333333333335
2024-02-19,75,32,27,0.36
2024-02-19,75,33,26,0.3466666666666667
2024-02-19,75,34,25,0.3333333333333333
2024-02-19,75,35,25,0.3333333333333333
2024-02-19,75,36,24,0.32
2024-02-19,75,37,22,0.29333333333333333
2024-02-19,75,38,22,0.29333333333333333
2024-02-19,75,39,22,0.29333333333333333
2024-02-19,75,40,22,0.29333333333333333
2024-02-19,75,41,22,0.29333333333333333
2024-02-19,75,42,21,0.28
2024-02-19,75,43,21,0.28
2024-02-19,75,44,20,0.26666666666666666
2024-02-19,75,45,19,0.25333333333333335
2024-02-19,75,46,18,0.24
2024-02-19,75,47,16,0.21333333333333335
2024-02-19,75,48,16,0.21333333333333335
2024-02-19,75,49,16,0.21333333333333335
2024-02-19,75,50,16,0.21333333333333335
2024-02-19,75,51,15,0.2
2024-02-19,75,52,14,0.18666666666666668
2024-02-19,75,53,14,0.18666666666666668
2024-02-19,75,54,14,0.18666666666666668
2024-02-19,75,55,14,0.18666666666666668
2024-02-19,75,56,13,0.17333333333333334
2024-02-19,75,57,13,0.17333333333333334
2024-02-19,75,58,13,0.17333333333333334
2024-02-19,75,59,13,0.17333333333333334
2024-02-19,75,60,12,0.16
2024-02-26,79,0,79,1.0
2024-02-26,79,1,62,0.7848101265822784
2024-02-26,79,2,61,0.7721518987341772
2024-02-26,79,3,60,0.759493670886076
2024-02-26,79,4,56,0.7088607594936709
2024-02-26,79,5,55,0.6962025316455697
2024-02-26,79,6,54,0.6835443037974683
2024-02-26,79,7,53,0.6708860759493671
2024-02-26,79,8,51,0.6455696202531646
2024-02-26,79,9,50,0.6329113924050633
2024-02-26,79,10,50,0.6329113924050633
2024-02-26,79,11,49,0.620253164556962
2024-02-26,79,12,49,0.620253164556962
2024-02-26,79,13,46,0.5822784810126582
2024-02-26,79,14,44,0.5569620253164557
2024-02-26,79,15,42,0.5316455696202531
2024-02-26,79,16,40,0.5063291139240507
2024-02-26,79,17,38,0.4810126582278481
2024-02-26,79,18,37,0.46835443037974683
2024-02-26,79,19,36,0.45569620253164556
2024-02-26,79,20,36,0.45569620253164556
2024-02-26,79,21,36,0.45569620253164556
2024-02-26,79,22,36,0.45569620253164556
2024-02-26,79,23,34,0.43037974683544306
2024-02-26,79,24,32,0.4050632911392405
2024-02-26,79,25,30,0.379746835443038
2024-02-26,79,26,29,0.3670886075949367
2024-02-26,79,27,29,0.3670886075949367
2024-02-26,79,28,29,0.3670886075949367
2024-02-26,79,29,28,0.35443037974683544
2024-02-26,79,30,28,0.35443037974683544
2024-02-26,79,31,28,0.35443037974683544
2024-02-26,79,32,28,0.35443037974683544
2024-02-26,79,33,27,0.34177215189873417
2024-02-26,79,34,25,0.31645569620253167
2024-02-26,79,35,25,0.31645569620253167
2024-02-26,79,36,25,0.31645569620253167
2024-02-26,79,37,24,0.3037974683544304
2024-02-26,79,38,22,0.27848101265822783
2024-02-26,79,39,22,0.27848101265822783
2024-02-26,79,40,21,0.26582278481012656
2024-02-26,79,41,20,0.25316455696202533
2024-02-26,79,42,19,0.24050632911392406
2024-02-26,79,43,18,0.22784810126582278
2024-02-26,79,44,17,0.21518987341772153
2024-02-26,79,45,17,0.21518987341772153
2024-02-26,79,46,16,0.20253164556962025
2024-02-26,79,47,16,0.20253164556962025
2024-02-26,79,48,16,0.20253164556962025
2024-02-26,79,49,15,0.189873417721519
2024-02-26,79,50,14,0.17721518987341772
2024-02-26,79,51,14,0.17721518987341772
2024-02-26,79,52,14,0.17721518987341772
2024-02-26,79,53,14,0.17721518987341772
2024-02-26,79,54,14,0.17721518987341772
2024-02-26,79,55,14,0.17721518987341772
2024-02-26,79,56,13,0.16455696202531644
2024-02-26,79,57,13,0.16455696202531644
2024-02-26,79,58,12,0.1518987341772152
2024-02-26,79,59,11,0.13924050632911392
2024-02-26,79,60,11,0.13924050632911392
2024-03-04,89,0,89,1.0
2024-03-04,89,1,80,0.898876404494382
2024-03-04,89,2,78,0.8764044943820225
2024-03-04,89,3,77,0.8651685393258427
2024-03-04,89,4,75,0.8426966292134831
2024-03-04,89,5,75,0.8426966292134831
2024-03-04,89,6,72,0.8089887640449438
2024-03-04,89,7,71,0.797752808988764
2024-03-04,89,8,69,0.7752808988764045
2024-03-04,89,9,67,0.7528089887640449
2024-03-04,89,10,66,0.7415730337078652
2024-03-04,89,11,64,0.7191011235955056
2024-03-04,89,12,61,0.6853932584269663
2024-03-04,89,13,61,0.6853932584269663
2024-03-04,89,14,59,0.6629213483146067
2024-03-04,89,15,58,0.651685393258427
2024-03-04,89,16,57,0.6404494382022472
2024-03-04,89,17,56,0.6292134831460674
2024-03-04,89,18,55,0.6179775280898876
2024-03-04,89,19,54,0.6067415730337079
2024-03-04,89,20,50,0.5617977528089888
2024-03-04,89,21,48,0.5393258426966292
2024-03-04,89,22,45,0.5056179775280899
2024-03-04,89,23,44,0.4943820224719101
2024-03-04,89,24,43,0.48314606741573035
2024-03-04,89,25,42,0.47191011235955055
2024-03-04,89,26,41,0.4606741573033708
2024-03-04,89,27,41,0.4606741573033708
2024-03-04,89,28,40,0.449438202247191
2024-03-04,89,29,39,0.43820224719101125
2024-03-04,89,30,39,0.43820224719101125
2024-03-04,89,31,38,0.42696629213483145
2024-03-04,89,32,38,0.42696629213483145
2024-03-04,89,33,37,0.4157303370786517
2024-03-04,89,34,35,0.39325842696629215
2024-03-04,89,35,34,0.38202247191011235
2024-03-04,89,36,34,0.38202247191011235
2024-03-04,89,37,32,0.3595505617977528
2024-03-04,89,38,31,0.34831460674157305
2024-03-04,89,39,30,0.33707865168539325
2024-03-04,89,40,29,0.3258426966292135
2024-03-04,89,41,28,0.3146067415730337
2024-03-04,89,42,28,0.3146067415730337
2024-03-04,89,43,26,0.29213483146067415
2024-03-04,89,44,24,0.2696629213483146
2024-03-04,89,45,22,0.24719101123595505
2024-03-04,89,46,20,0.2247191011235955
2024-03-04,89,47,20,0.2247191011235955
2024-03-04,89,48,20,0.2247191011235955
2024-03-04,89,49,20,0.2247191011235955
2024-03-04,89,50,19,0.21348314606741572
2024-03-04,89,51,17,0.19101123595505617
2024-03-04,89,52,17,0.19101123595505617
2024-03-04,89,53,16,0.1797752808988764
2024-03-04,89,54,16,0.1797752808988764
2024-03-04,89,55,16,0.1797752808988764
2024-03-04,89,56,16,0.1797752808988764
2024-03-04,89,57,15,0.16853932584269662
2024-03-04,89,58,15,0.16853932584269662
2024-03-04,89,59,15,0.16853932584269662
2024-03-04,89,60,15,0.16853932584269662
2024-03-11,92,0,92,1.0
2024-03-11,92,1,80,0.8695652173913043
2024-03-11,92,2,79,0.8586956521739131
2024-03-11,92,3,79,0.8586956521739131
2024-03-11,92,4,74,0.8043478260869565
2024-03-11,92,5,70,0.7608695652173914
2024-03-11,92,6,68,0.7391304347826086
2024-03-11,92,7,67,0.7282608695652174
2024-03-11,92,8,65,0.7065217391304348
2024-03-11,92,9,62,0.6739130434782609
2024-03-11,92,10,61,0.6630434782608695
2024-03-11,92,11,61,0.6630434782608695
2024-03-11,92,12,60,0.6521739130434783
2024-03-11,92,13,59,0.6413043478260869
2024-03-11,92,14,58,0.6304347826086957
2024-03-11,92,15,58,0.6304347826086957
2024-03-11,92,16,56,0.6086956521739131
2024-03-11,92,17,56,0.6086956521739131
2024-03-11,92,18,55,0.5978260869565217
2024-03-11,92,19,53,0.5760869565217391
2024-03-11,92,20,50,0.5434782608695652
2024-03-11,92,21,50,0.5434782608695652
2024-03-11,92,22,50,0.5434782608695652
2024-03-11,92,23,49,0.532608695652174
2024-03-11,92,24,49,0.532608695652174
2024-03-11,92,25,49,0.532608695652174
2024-03-11,92,26,49,0.532608695652174
2024-03-11,92,27,48,0.5217391304347826
2024-03-11,92,28,46,0.5
2024-03-11,92,29,46,0.5
2024-03-11,92,30,46,0.5
2024-03-11,92,31,46,0.5
2024-03-11,92,32,44,0.4782608695652174
2024-03-11,92,33,44,0.4782608695652174
2024-03-11,92,34,42,0.45652173913043476
2024-03-11,92,35,42,0.45652173913043476
